Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
KKT	KKT180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	09:51	1002	Probe/Sensor	HACH PHC101	pH			8.18	None		8156	HACH			
KKT	KKT180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:51	1002	Probe/Sensor	HACH CDC401	Salinity			35.1	ppt		8160	HACH			
KKT	KKT180109:SR:WB:	Sample-Routine	01/09/2018	09:51	1002	Water Bottle		Total Nitrogen, mixed forms	as N		112.47	ug/l	Filtered, field	4500-N	APHA			
KKT	KKT180109:SR:WB:	Sample-Routine	01/09/2018	09:51	1002	Water Bottle		Total Phosphorus, mixed forms	as P		12.80	ug/l	Filtered, field	4500-P	APHA			
KKT	KKT180109:SR:WB:	Sample-Routine	01/09/2018	09:51	1002	Water Bottle		Orthophosphate	as P		6.43	ug/l	Filtered, field	365.5	USEPA			
KKT	KKT180109:SR:WB:	Sample-Routine	01/09/2018	09:51	1002	Water Bottle		Silicate			271.41	ug/l	Filtered, field	366	USEPA			
KKT	KKT180109:SR:WB:	Sample-Routine	01/09/2018	09:51	1002	Water Bottle		Nitrate + Nitrite	as N		30.92	ug/l	Filtered, field	353.4	USEPA			
KKT	KKT180109:SR:WB:	Sample-Routine	01/09/2018	09:51	1002	Water Bottle		Ammonium	as N		3.89	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
RWA	RWA180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	10:03	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.9	deg C		2550	APHA			
RWA	RWA180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	10:03	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.99	mg/l		8157	HACH			
RWA	RWA180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	10:03	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			101.6	%		8157	HACH			
RWA	RWA180109:FM:WB:	Field Msr/Obs	01/09/2018	10:03	1002	Water Bottle	HACH 2100Q	Turbidity			2.02	NTU		180.1	USEPA			
RWA	RWA180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	10:03	1002	Probe/Sensor	HACH PHC101	pH			8.20	None		8156	HACH			
RWA	RWA180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	10:03	1002	Probe/Sensor	HACH CDC401	Salinity			33.5	ppt		8160	HACH			
RWA	RWA180109:SR:WB:	Sample-Routine	01/09/2018	10:03	1002	Water Bottle		Total Nitrogen, mixed forms	as N		106.78	ug/l	Filtered, field	4500-N	APHA			
RWA	RWA180109:SR:WB:	Sample-Routine	01/09/2018	10:03	1002	Water Bottle		Total Phosphorus, mixed forms	as P		19.37	ug/l	Filtered, field	4500-P	APHA			
RWA	RWA180109:SR:WB:	Sample-Routine	01/09/2018	10:03	1002	Water Bottle		Orthophosphate	as P		11.94	ug/l	Filtered, field	365.5	USEPA			
RWA	RWA180109:SR:WB:	Sample-Routine	01/09/2018	10:03	1002	Water Bottle		Silicate			801.43	ug/l	Filtered, field	366	USEPA			
RWA	RWA180109:SR:WB:	Sample-Routine	01/09/2018	10:03	1002	Water Bottle		Nitrate + Nitrite	as N		26.90	ug/l	Filtered, field	353.4	USEPA			
RWA	RWA180109:SR:WB:	Sample-Routine	01/09/2018	10:03	1002	Water Bottle		Ammonium	as N		3.85	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
MML	MML180110:FM:PS:TS:	Field Msr/Obs	01/10/2018	07:59	1002	Probe/Sensor	HACH CDC401	Temperature, water			23.8	deg C		2550	APHA			
MML	MML180110:FM:PS:DO:	Field Msr/Obs	01/10/2018	07:59	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.63	mg/l		8157	HACH			
MML	MML180110:FM:PS:DO:	Field Msr/Obs	01/10/2018	07:59	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			95.0	%		8157	HACH			
MML	MML180110:FM:WB:	Field Msr/Obs	01/10/2018	07:59	1002	Water Bottle	HACH 2100Q	Turbidity			1.95	NTU		180.1	USEPA			
MML	MML180110:FM:PS:PH:	Field Msr/Obs	01/10/2018	07:59	1002	Probe/Sensor	HACH PHC101	pH			8.17	None		8156	HACH			
MML	MML180110:FM:PS:TS:	Field Msr/Obs	01/10/2018	07:59	1002	Probe/Sensor	HACH CDC401	Salinity			34.5	ppt		8160	HACH			
